id,features
1409,"[0.0517578125,0.43514204671849055,0.4345938792467311,0.43478260869565216,0.0,0.13068591809427818]"
1410,"[0.0517578125,0.4359359578709483,0.43380466522127803,0.43478260869565216,0.0,0.13068591809427818]"
1411,"[0.0517578125,0.4358965903672524,0.43460045607124126,0.43478260869565216,0.0,0.13068591809427818]"
1412,"[0.0517578125,0.43564070164015894,0.4345609953593844,0.43478260869565216,0.0,0.13068591809427818]"
1413,"[0.0791015625,0.4352207817024174,0.4315751355188157,0.5652173913043478,0.0,0.16510228917548458]"
1414,"[0.0791015625,0.4355422829102504,0.4338835866214713,0.5652173913043478,0.0,0.16510228917548458]"
1415,"[0.0791015625,0.43515516920407926,0.4342058490291142,0.5652173913043478,0.0,0.16510228917548458]"
1416,"[0.0791015625,0.4358112941170663,0.4338178187762167,0.5652173913043478,0.0,0.16510228917548458]"
1417,"[0.0791015625,0.4356144566455167,0.4344754971582014,0.5652173913043478,0.0,0.16510228917548458]"
1418,"[0.0791015625,0.4354110579253065,0.43427819364595804,0.5652173913043478,0.0,0.16510228917548458]"
1419,"[0.0791015625,0.4353323229355134,0.43216704605554584,0.5652173913043478,0.0,0.13838748206189597]"
1420,"[0.0791015625,0.435785049122424,0.4339953919442919,0.5652173913043478,0.0,0.13838748206189597]"
1421,"[0.0791015625,0.43499769925969034,0.43444919002480364,0.5652173913043478,0.0,0.13838748206189597]"
1422,"[0.0791015625,0.4353520066873613,0.4336599759993506,0.5652173913043478,0.0,0.13838748206189597]"
1423,"[0.0791015625,0.43566694663480127,0.43401512230022027,0.5652173913043478,0.0,0.13838748206189597]"
1424,"[0.0791015625,0.43527327170343444,0.4343308079127535,0.5652173913043478,0.0,0.13838748206189597]"
1425,"[0.0205078125,0.4358112941170663,0.4329759904369273,0.34782608695652173,0.0,0.1408973738486858]"
1426,"[0.0205078125,0.4363033878428701,0.4344754971582014,0.34782608695652173,0.0,0.1408973738486858]"
1427,"[0.0205078125,0.4357128753812915,0.4349687559858506,0.34782608695652173,0.0,0.1408973738486858]"
1428,"[0.0205078125,0.43653959277118587,0.4343768454020797,0.34782608695652173,0.0,0.1408973738486858]"
1429,"[0.0205078125,0.4364018065786449,0.43520552016291003,0.34782608695652173,0.0,0.1408973738486858]"
1430,"[0.0205078125,0.4361918465745769,0.43506740774197233,0.34782608695652173,0.0,0.1408973738486858]"
1431,"[0.0205078125,0.4364542965209998,0.43485695062774943,0.34782608695652173,0.0,0.1408973738486858]"
1432,"[0.0517578125,0.4352470266970597,0.4321933531654232,0.43478260869565216,0.0,0.1379061381871459]"
1433,"[0.0517578125,0.43618528533178247,0.43390989375486905,0.43478260869565216,0.0,0.1379061381871459]"
1434,"[0.0517578125,0.4353979354279853,0.43485037385028014,0.43478260869565216,0.0,0.1379061381871459]"
1435,"[0.0517578125,0.4353979354279853,0.43406115978366633,0.43478260869565216,0.0,0.1379061381871459]"
1436,"[0.0517578125,0.43545042542166956,0.43406115978366633,0.43478260869565216,0.0,0.1379061381871459]"
1437,"[0.0517578125,0.43528639420075554,0.43411377405487195,0.43478260869565216,0.0,0.1379061381871459]"
1438,"[0.0205078125,0.43602125407420467,0.4329628368819886,0.34782608695652173,0.0,0.12274368735358672]"
1439,"[0.0205078125,0.436421490307028,0.4346859542253834,0.34782608695652173,0.0,0.12274368735358672]"
1440,"[0.0205078125,0.4358965903672524,0.4350871380743803,0.34782608695652173,0.0,0.12274368735358672]"
1441,"[0.0205078125,0.4360999890815964,0.4345609953593844,0.34782608695652173,0.0,0.12274368735358672]"
1442,"[0.0205078125,0.4363690002708137,0.4347648756490971,0.34782608695652173,0.0,0.12274368735358672]"
1443,"[0.0205078125,0.43597532532771444,0.43503452376054397,0.34782608695652173,0.0,0.12274368735358672]"
1444,"[0.0205078125,0.4358637841063509,0.43463991673605723,0.34782608695652173,0.0,0.12274368735358672]"
1445,"[0.0517578125,0.4343481356129625,0.43340348139580154,0.43478260869565216,0.0,0.1489771402638225]"
1446,"[0.0517578125,0.436152479070881,0.4330088744183556,0.43478260869565216,0.0,0.1489771402638225]"
1447,"[0.0517578125,0.43575880412778173,0.43481748991589264,0.43478260869565216,0.0,0.1489771402638225]"
1448,"[0.0517578125,0.4367889201850904,0.4344228828914059,0.43478260869565216,0.0,0.1489771402638225]"
1449,"[0.0517578125,0.43649366397776596,0.4354554378949081,0.43478260869565216,0.0,0.1489771402638225]"
1450,"[0.0517578125,0.4367954815217442,0.435159482626543,0.43478260869565216,0.0,0.1489771402638225]"
1451,"[0.0283203125,0.43651334780000844,0.4344754971582014,0.34782608695652173,0.0,0.1162454882371455]"
1452,"[0.0283203125,0.43680204276453855,0.43517921305303264,0.34782608695652173,0.0,0.1162454882371455]"
1453,"[0.0283203125,0.4365461540139802,0.43546859154392836,0.34782608695652173,0.0,0.1162454882371455]"
1454,"[0.0283203125,0.43716291139980656,0.4352120969403793,0.34782608695652173,0.0,0.1162454882371455]"
1455,"[0.0283203125,0.43716947273646034,0.4358303145869868,0.34782608695652173,0.0,0.1162454882371455]"
1456,"[0.0283203125,0.43697263517105134,0.43583689145853777,0.34782608695652173,0.0,0.1162454882371455]"
1457,"[0.0556640625,0.4380289963872563,0.4357316628308651,0.4782608695652174,0.0,0.099879662223807]"
1458,"[0.0556640625,0.43814709875755475,0.4366984501537556,0.4782608695652174,0.0,0.099879662223807]"
1459,"[0.0556640625,0.4373597488713562,0.4368168321482036,0.4782608695652174,0.0,0.099879662223807]"
1460,"[0.0556640625,0.4381733437287322,0.4360276180992302,0.4782608695652174,0.0,0.099879662223807]"
1461,"[0.0556640625,0.4381733437287322,0.436843139258081,0.4782608695652174,0.0,0.099879662223807]"
1462,"[0.0556640625,0.4377796687856329,0.436843139258081,0.4782608695652174,0.0,0.099879662223807]"
1463,"[0.0830078125,0.43564070164015894,0.4332587921503537,0.5652173913043478,0.0,0.1200962702209544]"
1464,"[0.0830078125,0.436027815316999,0.4343045007793558,0.5652173913043478,0.0,0.1200962702209544]"
1465,"[0.0830078125,0.4356800691438548,0.43469253100285277,0.5652173913043478,0.0,0.1200962702209544]"
1466,"[0.0830078125,0.43580473287427196,0.4343439614912126,0.5652173913043478,0.0,0.1200962702209544]"
1467,"[0.0830078125,0.43618528533178247,0.43446892038073204,0.5652173913043478,0.0,0.1200962702209544]"
1468,"[0.0830078125,0.4358637841063509,0.43485037385028014,0.5652173913043478,0.0,0.1200962702209544]"
1469,"[0.1103515625,0.4358112941170663,0.4322393907017902,0.6521739130434783,0.0,0.1780986667511615]"
1470,"[0.1103515625,0.43644117403541105,0.4344754971582014,0.6521739130434783,0.0,0.1780986667511615]"
1471,"[0.1103515625,0.4357456816187281,0.4351068684067883,0.6521739130434783,0.0,0.1780986667511615]"
1472,"[0.1103515625,0.4361721627992641,0.4344097293129468,0.6521739130434783,0.0,0.1780986667511615]"
1473,"[0.1103515625,0.43657896022795206,0.4348372202483006,0.6521739130434783,0.0,0.1780986667511615]"
1474,"[0.1103515625,0.43642805154982234,0.435244980827726,0.6521739130434783,0.0,0.1780986667511615]"
1475,"[0.0830078125,0.4364608577637942,0.43247615487884955,0.5652173913043478,0.0,0.1898917001328674]"
1476,"[0.0830078125,0.43659864405019455,0.43512659873919635,0.5652173913043478,0.0,0.1898917001328674]"
1477,"[0.0830078125,0.4364608577637942,0.4352647112542157,0.5652173913043478,0.0,0.1898917001328674]"
1478,"[0.0830078125,0.4369529514426682,0.43512659873919635,0.5652173913043478,0.0,0.1898917001328674]"
1479,"[0.0830078125,0.43724164650105773,0.43561985751980475,0.5652173913043478,0.0,0.1898917001328674]"
1480,"[0.0830078125,0.43698575765664005,0.4359092361047821,0.5652173913043478,0.0,0.1898917001328674]"
1481,"[0.1103515625,0.4356603853920069,0.4323117353480345,0.6521739130434783,0.0,0.1619735281681022]"
1482,"[0.1103515625,0.4361721627992641,0.4343242311352842,0.6521739130434783,0.0,0.1619735281681022]"
1483,"[0.1103515625,0.43577848787962964,0.4348372202483006,0.6521739130434783,0.0,0.1619735281681022]"
1484,"[0.1103515625,0.4364346127926167,0.4344426132473343,0.6521739130434783,0.0,0.1619735281681022]"
1485,"[0.1103515625,0.4362705815350389,0.435100291629319,0.6521739130434783,0.0,0.1619735281681022]"
1486,"[0.1103515625,0.43606062157790054,0.4349358720044223,0.6521739130434783,0.0,0.1619735281681022]"
1487,"[0.0283203125,0.43577848787962964,0.433140410061824,0.34782608695652173,0.0,0.12755715708689577]"
1488,"[0.0283203125,0.43607374406348925,0.4344426132473343,0.34782608695652173,0.0,0.12755715708689577]"
1489,"[0.0283203125,0.43562757914283784,0.43473856849217896,0.34782608695652173,0.0,0.12755715708689577]"
1490,"[0.0283203125,0.43644117403541105,0.4342913472126569,0.34782608695652173,0.0,0.12755715708689577]"
1491,"[0.0283203125,0.43614591782808665,0.4351068684067883,0.34782608695652173,0.0,0.12755715708689577]"
1492,"[0.0283203125,0.435949080356537,0.4348109131384233,0.34782608695652173,0.0,0.12755715708689577]"
1493,"[0.0556640625,0.43659864405019455,0.4344426132473343,0.4782608695652174,0.0,0.0868832743195273]"
1494,"[0.0556640625,0.43659864405019455,0.4352647112542157,0.4782608695652174,0.0,0.0868832743195273]"
1495,"[0.0556640625,0.4358112941170663,0.4352647112542157,0.4782608695652174,0.0,0.0868832743195273]"
1496,"[0.0556640625,0.436559276499569,0.4344754971582014,0.4782608695652174,0.0,0.0868832743195273]"
1497,"[0.0556640625,0.4364608577637942,0.435225250495318,0.4782608695652174,0.0,0.0868832743195273]"
1498,"[0.0556640625,0.4361393565852923,0.43512659873919635,0.4782608695652174,0.0,0.0868832743195273]"
1499,"[0.0283203125,0.43589002912445807,0.43270634237252126,0.34782608695652173,0.0,0.18267149036860245]"
1500,"[0.0283203125,0.43618528533178247,0.43455441858191507,0.34782608695652173,0.0,0.18267149036860245]"
1501,"[0.0283203125,0.4358112941170663,0.43485037385028014,0.34782608695652173,0.0,0.18267149036860245]"
1502,"[0.0283203125,0.43697263517105134,0.4344754971582014,0.34782608695652173,0.0,0.18267149036860245]"
1503,"[0.0283203125,0.43657896022795206,0.43563958785221274,0.34782608695652173,0.0,0.18267149036860245]"
1504,"[0.0283203125,0.43701856396447125,0.435244980827726,0.34782608695652173,0.0,0.18267149036860245]"
1505,"[0.0556640625,0.43572599789034505,0.43220650672036187,0.4782608695652174,0.0,0.17761733320501422]"
1506,"[0.0556640625,0.4364149290642336,0.4343899989805388,0.4782608695652174,0.0,0.17761733320501422]"
1507,"[0.0556640625,0.4361327953424979,0.435080561296911,0.4782608695652174,0.0,0.17761733320501422]"
1508,"[0.0556640625,0.4367495527283242,0.4347977595834846,0.4782608695652174,0.0,0.17761733320501422]"
1509,"[0.0556640625,0.4366380115069607,0.43541597723009207,0.4782608695652174,0.0,0.17761733320501422]"
1510,"[0.0556640625,0.4363821227564024,0.4353041719190317,0.4782608695652174,0.0,0.17761733320501422]"
1511,"[0.0322265625,0.4353323229355134,0.4326997655950519,0.3913043478260869,0.0,0.1333333352269105]"
1512,"[0.0322265625,0.43577848787962964,0.4339953919442919,0.3913043478260869,0.0,0.1333333352269105]"
1513,"[0.0322265625,0.4353782516820036,0.4344426132473343,0.3913043478260869,0.0,0.1333333352269105]"
1514,"[0.0322265625,0.436027815316999,0.434041429433618,0.3913043478260869,0.0,0.1333333352269105]"
1515,"[0.0322265625,0.4359162740956355,0.43469253100285277,0.3913043478260869,0.0,0.1333333352269105]"
1516,"[0.0322265625,0.43566694663480127,0.4345807256917924,0.3913043478260869,0.0,0.1333333352269105]"
1517,"[0.0595703125,0.4354110579253065,0.43219993003697416,0.4782608695652174,0.0,0.1790613751578672]"
1518,"[0.0595703125,0.43618528533178247,0.4340743133503652,0.4782608695652174,0.0,0.1790613751578672]"
1519,"[0.0595703125,0.43607374406348925,0.43485037385028014,0.4782608695652174,0.0,0.1790613751578672]"
1520,"[0.0595703125,0.4365855214707464,0.43473856849217896,0.4782608695652174,0.0,0.1790613751578672]"
1521,"[0.0595703125,0.4361918465745769,0.43525155760519535,0.4782608695652174,0.0,0.1790613751578672]"
1522,"[0.0595703125,0.4364149290642336,0.43485695062774943,0.4782608695652174,0.0,0.1790613751578672]"
1523,"[0.0869140625,0.43567350790106046,0.43218677648203546,0.5652173913043478,0.0,0.16606497692498476]"
1524,"[0.0869140625,0.43577848787962964,0.4343373847137433,0.5652173913043478,0.0,0.16606497692498476]"
1525,"[0.0869140625,0.4356078954027223,0.4344426132473343,0.5652173913043478,0.0,0.16606497692498476]"
1526,"[0.0869140625,0.43619840781737124,0.4342716168684887,0.5652173913043478,0.0,0.16606497692498476]"
1527,"[0.0869140625,0.43580473287427196,0.4348635274052188,0.5652173913043478,0.0,0.16606497692498476]"
1528,"[0.0869140625,0.43604749909231183,0.43446892038073204,0.5652173913043478,0.0,0.16606497692498476]"
1529,"[0.1142578125,0.4330490083195068,0.4321012782808525,0.6521739130434783,0.0,0.1557503900719487]"
1530,"[0.1142578125,0.43579161036521835,0.43170667125636575,0.6956521739130435,0.0,0.1557503900719487]"
1531,"[0.1142578125,0.4356538241374801,0.434455766802273,0.6956521739130435,0.0,0.1557503900719487]"
1532,"[0.1142578125,0.4359293965812242,0.4343176543460547,0.6956521739130435,0.0,0.1557503900719487]"
1533,"[0.1142578125,0.4357325591331394,0.4345938792467311,0.6956521739130435,0.0,0.1557503900719487]"
1534,"[0.1142578125,0.4353388841900402,0.4343965757580081,0.6956521739130435,0.0,0.1557503900719487]"
1535,"[0.1142578125,0.4356603853920069,0.43400196873352137,0.6956521739130435,0.0,0.1557503900719487]"
1536,"[0.0595703125,0.43653959277118587,0.43560012718739677,0.4782608695652174,0.0,0.07292418833714472]"
1537,"[0.0595703125,0.4368348489785103,0.43520552016291003,0.4782608695652174,0.0,0.07292418833714472]"
1538,"[0.0595703125,0.4365920827135408,0.43550147543127504,0.4782608695652174,0.0,0.07292418833714472]"
1539,"[0.0595703125,0.43725476898664645,0.4352581343826647,0.4782608695652174,0.0,0.07292418833714472]"
1540,"[0.0595703125,0.437097298971863,0.4359223896597208,0.4782608695652174,0.0,0.07292418833714472]"
1541,"[0.0595703125,0.4369135839859021,0.43576454681229343,0.4782608695652174,0.0,0.07292418833714472]"
1542,"[0.0869140625,0.4361656015564697,0.43355474741871874,0.5652173913043478,0.0,0.12515041705593988]"
1543,"[0.0869140625,0.4367101852715581,0.4348306434708313,0.5652173913043478,0.0,0.12515041705593988]"
1544,"[0.0869140625,0.43592283533842985,0.43537651656527604,0.5652173913043478,0.0,0.12515041705593988]"
1545,"[0.0869140625,0.4363296328140475,0.43458730246926175,0.5652173913043478,0.0,0.12515041705593988]"
1546,"[0.0869140625,0.43656583774236335,0.434995063095728,0.5652173913043478,0.0,0.12515041705593988]"
1547,"[0.0869140625,0.4362968265062163,0.43523182727278736,0.5652173913043478,0.0,0.12515041705593988]"
1548,"[0.1142578125,0.4357325591331394,0.43216046937215813,0.6956521739130435,0.0,0.17699844332721612]"
1549,"[0.1142578125,0.435785049122424,0.4343965757580081,0.6956521739130435,0.0,0.17699844332721612]"
1550,"[0.1142578125,0.4354110579253065,0.43444919002480364,0.6956521739130435,0.0,0.17699844332721612]"
1551,"[0.1142578125,0.43630994908566445,0.4340743133503652,0.6956521739130435,0.0,0.17699844332721612]"
1552,"[0.1142578125,0.43634275529963623,0.43497533276331996,0.6956521739130435,0.0,0.17699844332721612]"
1553,"[0.1142578125,0.4361656015564697,0.43500821665066663,0.6956521739130435,0.0,0.17699844332721612]"
1554,"[0.1142578125,0.43639524524199114,0.4348306434708313,0.6956521739130435,0.0,0.17699844332721612]"
1555,"[0.0322265625,0.4353979354279853,0.4331338332843547,0.3913043478260869,0.0,0.1807460942123966]"
1556,"[0.0322265625,0.4362705815350389,0.43273922625986794,0.3913043478260869,0.0,0.1807460942123966]"
1557,"[0.0322265625,0.4356800691438548,0.4349358720044223,0.3913043478260869,0.0,0.1807460942123966]"
1558,"[0.0322265625,0.4362705815350389,0.4343439614912126,0.3913043478260869,0.0,0.1807460942123966]"
1559,"[0.0322265625,0.43607374406348925,0.4349358720044223,0.3913043478260869,0.0,0.1807460942123966]"
1560,"[0.0322265625,0.43607374406348925,0.43473856849217896,0.3913043478260869,0.0,0.1807460942123966]"
1561,"[0.0595703125,0.43592283533842985,0.4322328138302392,0.4782608695652174,0.0,0.1619735281681022]"
1562,"[0.0595703125,0.43646741900658853,0.43458730246926175,0.4782608695652174,0.0,0.1619735281681022]"
1563,"[0.0595703125,0.4356800691438548,0.4351331755166657,0.4782608695652174,0.0,0.1619735281681022]"
1564,"[0.0595703125,0.43615904031367536,0.4343439614912126,0.4782608695652174,0.0,0.1619735281681022]"
1565,"[0.0595703125,0.43637556151360807,0.43482406669336193,0.4782608695652174,0.0,0.1619735281681022]"
1566,"[0.0595703125,0.4359818866174385,0.4350411005380133,0.4782608695652174,0.0,0.1619735281681022]"
1567,"[0.0322265625,0.43555540540757154,0.43283130123852026,0.3913043478260869,0.0,0.1542719642004844]"
1568,"[0.0322265625,0.43623777532106706,0.4342190025958131,0.3913043478260869,0.0,0.1542719642004844]"
1569,"[0.0322265625,0.4359622028421257,0.4349029881170756,0.3913043478260869,0.0,0.1542719642004844]"
1570,"[0.0322265625,0.43686765519248216,0.4346267631811186,0.3913043478260869,0.0,0.1542719642004844]"
1571,"[0.0322265625,0.436762675213913,0.4355343593186217,0.3913043478260869,0.0,0.1542719642004844]"
1572,"[0.0322265625,0.4363690002708137,0.4354291307850307,0.3913043478260869,0.0,0.1542719642004844]"
1573,"[0.0595703125,0.4359687640849201,0.4337125902661461,0.4782608695652174,0.0,0.09795427639620392]"
1574,"[0.0595703125,0.4359687640849201,0.43463333995858794,0.4782608695652174,0.0,0.09795427639620392]"
1575,"[0.0595703125,0.4353323229355134,0.43463333995858794,0.4782608695652174,0.0,0.09795427639620392]"
1576,"[0.0595703125,0.43611311156718513,0.4339953919442919,0.4782608695652174,0.0,0.09795427639620392]"
1577,"[0.0595703125,0.43602125407420467,0.4347780292040358,0.4782608695652174,0.0,0.09795427639620392]"
1578,"[0.0595703125,0.4357128753812915,0.4346859542253834,0.4782608695652174,0.0,0.09795427639620392]"
1579,"[0.0869140625,0.43557508915355325,0.43218677648203546,0.5652173913043478,0.0,0.16341757012095517]"
1580,"[0.0869140625,0.43597532532771444,0.4342387329458614,0.5652173913043478,0.0,0.16341757012095517]"
1581,"[0.0869140625,0.4357653653705761,0.43463991673605723,0.5652173913043478,0.0,0.16341757012095517]"
1582,"[0.0869140625,0.43653959277118587,0.4344294596688752,0.5652173913043478,0.0,0.16341757012095517]"
1583,"[0.0869140625,0.4363690002708137,0.43520552016291003,0.5652173913043478,0.0,0.16341757012095517]"
1584,"[0.0869140625,0.43597532532771444,0.43503452376054397,0.5652173913043478,0.0,0.16341757012095517]"
1585,"[0.0361328125,0.43549635416669324,0.43273922625986794,0.3913043478260869,0.0,0.14368230599855786]"
1586,"[0.0361328125,0.4357456816187281,0.4341598115427281,0.3913043478260869,0.0,0.14368230599855786]"
1587,"[0.0361328125,0.43548323166790553,0.4344097293129468,0.3913043478260869,0.0,0.14368230599855786]"
1588,"[0.0361328125,0.4361721627992641,0.43414665797455915,0.3913043478260869,0.0,0.14368230599855786]"
1589,"[0.0361328125,0.43577848787962964,0.4348372202483006,0.3913043478260869,0.0,0.14368230599855786]"
1590,"[0.0361328125,0.4359884478602329,0.4344426132473343,0.3913043478260869,0.0,0.14368230599855786]"
1591,"[0.0634765625,0.43573912037593376,0.433160140394232,0.4782608695652174,0.0,0.12900119903974877]"
1592,"[0.0634765625,0.4363296328140475,0.43440315253547745,0.4782608695652174,0.0,0.12900119903974877]"
1593,"[0.0634765625,0.435785049122424,0.434995063095728,0.4782608695652174,0.0,0.12900119903974877]"
1594,"[0.0634765625,0.4364608577637942,0.43444919002480364,0.4782608695652174,0.0,0.12900119903974877]"
1595,"[0.0634765625,0.4361656015564697,0.43512659873919635,0.4782608695652174,0.0,0.12900119903974877]"
1596,"[0.0634765625,0.43600813158861595,0.4348306434708313,0.4782608695652174,0.0,0.12900119903974877]"
1597,"[0.0908203125,0.43314742705528164,0.43219993003697416,0.5652173913043478,0.0,0.1713598111902494]"
1598,"[0.0908203125,0.4361918465745769,0.4318053230124874,0.6086956521739131,0.0,0.1713598111902494]"
1599,"[0.0908203125,0.4356210179000435,0.43485695062774943,0.6086956521739131,0.0,0.1713598111902494]"
1600,"[0.0908203125,0.43669706278596937,0.43428477043518754,0.6086956521739131,0.0,0.1713598111902494]"
1601,"[0.0908203125,0.43659864405019455,0.43536336301033735,0.6086956521739131,0.0,0.1713598111902494]"
1602,"[0.0908203125,0.4362049690601656,0.4352647112542157,0.6086956521739131,0.0,0.1713598111902494]"
1603,"[0.1181640625,0.4354897929180327,0.43315356361676266,0.6956521739130435,0.0,0.13532748889173618]"
1604,"[0.1181640625,0.4360409378495175,0.4341532347593786,0.6956521739130435,0.0,0.13532748889173618]"
1605,"[0.1181640625,0.435371690433343,0.4347056846048323,0.6956521739130435,0.0,0.13532748889173618]"
1606,"[0.1181640625,0.4362705815350389,0.4340348526502686,0.6956521739130435,0.0,0.13532748889173618]"
1607,"[0.1181640625,0.436152479070881,0.4349358720044223,0.6956521739130435,0.0,0.13532748889173618]"
1608,"[0.1181640625,0.43575880412778173,0.43481748991589264,0.6956521739130435,0.0,0.13532748889173618]"
1609,"[0.1181640625,0.43606062157790054,0.4344228828914059,0.6956521739130435,0.0,0.13532748889173618]"
1610,"[0.0634765625,0.4356997528957028,0.4321933531654232,0.4782608695652174,0.0,0.1574007252078668]"
1611,"[0.0634765625,0.436027815316999,0.434363691847141,0.4782608695652174,0.0,0.1574007252078668]"
1612,"[0.0634765625,0.43524046545426537,0.43469253100285277,0.4782608695652174,0.0,0.1574007252078668]"
1613,"[0.0634765625,0.435785049122424,0.4339033169773997,0.4782608695652174,0.0,0.1574007252078668]"
1614,"[0.0634765625,0.4360409378495175,0.43444919002480364,0.4782608695652174,0.0,0.1574007252078668]"
1615,"[0.0634765625,0.4358178553598607,0.4347056846048323,0.4782608695652174,0.0,0.1574007252078668]"
1616,"[0.0908203125,0.43554884415891093,0.4326142673938689,0.6086956521739131,0.0,0.131167272297631]"
1617,"[0.0908203125,0.4359293965812242,0.4342124258124636,0.6086956521739131,0.0,0.131167272297631]"
1618,"[0.0908203125,0.4353782516820036,0.4345938792467311,0.6086956521739131,0.0,0.131167272297631]"
1619,"[0.0908203125,0.43554884415891093,0.434041429433618,0.6086956521739131,0.0,0.131167272297631]"
1620,"[0.0908203125,0.4358112941170663,0.4342124258124636,0.6086956521739131,0.0,0.131167272297631]"
1621,"[0.0908203125,0.43552259916426866,0.4344754971582014,0.6086956521739131,0.0,0.131167272297631]"
1622,"[0.1181640625,0.4353782516820036,0.4321012782808525,0.6956521739130435,0.0,0.1559566832550138]"
1623,"[0.1181640625,0.4356210179000435,0.434041429433618,0.6956521739130435,0.0,0.1559566832550138]"
1624,"[0.1181640625,0.4350042605024847,0.43428477043518754,0.6956521739130435,0.0,0.1559566832550138]"
1625,"[0.1181640625,0.4357981716314776,0.4336665527768199,0.6956521739130435,0.0,0.1559566832550138]"
1626,"[0.1181640625,0.43567350790106046,0.4344623436032627,0.6956521739130435,0.0,0.1559566832550138]"
1627,"[0.1181640625,0.43536512918468245,0.4343373847137433,0.6956521739130435,0.0,0.1559566832550138]"
1628,"[0.1181640625,0.43566694663480127,0.43402827586691917,0.6956521739130435,0.0,0.1559566832550138]"
1629,"[0.0361328125,0.43526671044890763,0.43287733868080563,0.3913043478260869,0.0,0.12779783418857218]"
1630,"[0.0361328125,0.4355291604129292,0.43392962411079744,0.3913043478260869,0.0,0.12779783418857218]"
1631,"[0.0361328125,0.4348927192341914,0.43419269546241535,0.3913043478260869,0.0,0.12779783418857218]"
1632,"[0.0361328125,0.43569319162944353,0.43355474741871874,0.3913043478260869,0.0,0.12779783418857218]"
1633,"[0.0361328125,0.43608686659600765,0.43435711504615127,0.3913043478260869,0.0,0.12779783418857218]"
1634,"[0.0361328125,0.43569319162944353,0.4347517220941584,0.3913043478260869,0.0,0.12779783418857218]"
1635,"[0.0634765625,0.43538481293066417,0.43324563859541504,0.4782608695652174,0.0,0.10276774612951298]"
1636,"[0.0634765625,0.4358637841063509,0.4340480062169675,0.4782608695652174,0.0,0.10276774612951298]"
1637,"[0.0634765625,0.43527327170343444,0.4345281114249969,0.4782608695652174,0.0,0.10276774612951298]"
1638,"[0.0634765625,0.43527327170343444,0.433936200900027,0.4782608695652174,0.0,0.10276774612951298]"
1639,"[0.0634765625,0.4356341403973646,0.433936200900027,0.4782608695652174,0.0,0.10276774612951298]"
1640,"[0.0634765625,0.4353782516820036,0.43429792400188644,0.4782608695652174,0.0,0.10276774612951298]"
1641,"[0.9814453125,0.43564726289468575,0.4325879601899099,0.30434782608695654,1.0,0.12490975028286622]"
1642,"[0.9814453125,0.435785049122424,0.43431107756858534,0.30434782608695654,1.0,0.12490975028286622]"
1643,"[0.9814453125,0.43499769925969034,0.43444919002480364,0.30434782608695654,1.0,0.12490975028286622]"
1644,"[0.9814453125,0.4356013341481955,0.4336599759993506,0.30434782608695654,1.0,0.12490975028286622]"
1645,"[0.9814453125,0.4355029154153538,0.43426504007925915,0.30434782608695654,1.0,0.12490975028286622]"
1646,"[0.9814453125,0.435325761692719,0.4341663883260775,0.30434782608695654,1.0,0.12490975028286622]"
1647,"[0.0361328125,0.4350370667164565,0.4340940437033536,0.3913043478260869,0.0,0.0736462093135712]"
1648,"[0.0361328125,0.43562757914283784,0.4336994366641666,0.3913043478260869,0.0,0.0736462093135712]"
1649,"[0.0361328125,0.43523390421147096,0.4342913472126569,0.3913043478260869,0.0,0.0736462093135712]"
1650,"[0.0361328125,0.43523390421147096,0.43389674019993035,0.3913043478260869,0.0,0.0736462093135712]"
1651,"[0.0361328125,0.43562757914283784,0.43389674019993035,0.3913043478260869,0.0,0.0736462093135712]"
1652,"[0.0361328125,0.4354307416742213,0.4342913472126569,0.3913043478260869,0.0,0.0736462093135712]"
1653,"[0.0634765625,0.4355619666562321,0.4323117353480345,0.4782608695652174,0.0,0.1463297231311902]"
1654,"[0.0634765625,0.4359884478602329,0.4342255793791625,0.4782608695652174,0.0,0.1463297231311902]"
1655,"[0.0634765625,0.4353979354279853,0.43465307033803674,0.4782608695652174,0.0,0.1463297231311902]"
1656,"[0.0634765625,0.4356210179000435,0.43406115978366633,0.4782608695652174,0.0,0.1463297231311902]"
1657,"[0.0634765625,0.436027815316999,0.43428477043518754,0.4782608695652174,0.0,0.1463297231311902]"
1658,"[0.0634765625,0.4356341403973646,0.43469253100285277,0.4782608695652174,0.0,0.1463297231311902]"
1659,"[0.0908203125,0.43567350790106046,0.4323972335492175,0.6086956521739131,0.0,0.16702768533169043]"
1660,"[0.0908203125,0.4358178553598607,0.4343373847137433,0.6086956521739131,0.0,0.16702768533169043]"
1661,"[0.0908203125,0.4357653653705761,0.43448207393567073,0.6086956521739131,0.0,0.16702768533169043]"
1662,"[0.0908203125,0.43608686659600765,0.4344294596688752,0.6086956521739131,0.0,0.16702768533169043]"
1663,"[0.0908203125,0.43648054149217724,0.4347517220941584,0.6086956521739131,0.0,0.16702768533169043]"
1664,"[0.0908203125,0.4362837040206276,0.43514632907160433,0.6086956521739131,0.0,0.16702768533169043]"
1665,"[0.0087890625,0.43600813158861595,0.43289706910729525,0.30434782608695654,0.0,0.08671860540561317]"
1666,"[0.0087890625,0.4360409378495175,0.4346728006704448,0.30434782608695654,0.0,0.08671860540561317]"
1667,"[0.0087890625,0.4353913741793248,0.4347056846048323,0.30434782608695654,0.0,0.08671860540561317]"
1668,"[0.0087890625,0.4353913741793248,0.4340545830003169,0.30434782608695654,0.0,0.08671860540561317]"
