id,JourneyCode,TravelTime,ArrivalDifference,DepartureDifference,HourOfDay,ArrivalHour,DepartureHour,IsWeekend,AvgTravelTimeByJourney
47,1153.0,2.9833333333333334,2.05,3.066666666666667,16,16,16,0,2.073611111111111
48,1153.0,0.7833333333333333,1.8333333333333333,2.05,16,16,16,0,2.073611111111111
49,1153.0,1.7166666666666666,2.55,1.8333333333333333,16,16,16,0,2.073611111111111
50,1153.0,2.85,3.4,2.55,16,16,16,0,2.073611111111111
51,1153.0,0.9333333333333332,4.333333333333333,3.4,16,16,16,0,2.073611111111111
52,1153.0,0.0,4.333333333333333,4.333333333333333,16,16,16,0,2.073611111111111
53,1033.0,0.7,3.1666666666666665,2.466666666666667,7,7,7,0,1.2083333333333333
54,1033.0,0.7166666666666667,2.8833333333333333,3.1666666666666665,7,7,7,0,1.2083333333333333
55,1033.0,2.95,3.8333333333333335,2.8833333333333333,7,7,7,0,1.2083333333333333
56,1033.0,0.0,3.8333333333333335,3.8333333333333335,7,7,7,0,1.2083333333333333
57,1033.0,0.0,2.833333333333333,3.8333333333333335,7,7,7,0,1.2083333333333333
58,1033.0,2.9166666666666665,1.75,2.833333333333333,7,7,7,0,1.2083333333333333
59,1033.0,0.0,0.75,1.75,7,7,7,0,1.2083333333333333
60,1033.0,2.3833333333333333,2.1333333333333333,0.75,7,7,7,0,1.2083333333333333
61,1085.0,10.833333333333334,0.7166666666666667,-10.116666666666667,11,11,11,0,5.991666666666667
62,1085.0,1.15,0.8666666666666667,0.7166666666666667,11,11,11,0,5.991666666666667
63,1113.0,4.016666666666667,0.3333333333333333,-3.683333333333333,13,13,13,0,2.2583333333333333
64,1113.0,0.5,-0.1666666666666666,0.3333333333333333,13,13,13,0,2.2583333333333333
65,1085.0,8.333333333333334,0.4333333333333333,-7.9,11,11,11,0,4.558333333333334
66,1085.0,0.7833333333333333,0.2166666666666666,0.4333333333333333,11,11,11,0,4.558333333333334
